,Reference Genom,Node Name,prediction method,mse,rmse
0,bacteria58g_24nodes,213,Polynominal  1,51211.8187310542,226.30028442548232
1,bacteria58g_24nodes,213,Polynominal  2,49514.04090499932,222.51750696293385
2,bacteria58g_24nodes,213,Polynominal  3,46099.30388995881,214.70748447587664
3,bacteria58g_24nodes,213,Polynominal_curve  1,51211.8187310542,226.30028442548232
4,bacteria58g_24nodes,213,Polynominal_curve  2,49514.04090499932,222.51750696293385
5,bacteria58g_24nodes,213,Polynominal_curve  3,46099.30388995877,214.70748447587656
0,bacteria58g_24nodes,213,Log_Polynominal  1,1.3983765754160835,1.7843626409816358
1,bacteria58g_24nodes,213,Log_Polynominal  2,1.1937411684904813,1.5232150388853458
2,bacteria58g_24nodes,213,Log_Polynominal  3,1.1482807980098564,1.450402614765423
3,bacteria58g_24nodes,213,Log_curve  1,inf,inf
4,bacteria58g_24nodes,213,Log_curve  2,inf,inf
5,bacteria58g_24nodes,213,Log_curve  3,inf,inf
0,bacteria58g_24nodes,213,Smoothing Spline,4552.481354762198,67.47207833439101
0,bacteria58g_24nodes,213,Univariatn Spline smoothing approximation 1 with degree  1 ,51211.8187310542,226.30028442548232
1,bacteria58g_24nodes,213,Univariatn Spline smoothing approximation 1 with degree  2 ,49514.04090499932,222.51750696293385
2,bacteria58g_24nodes,213,Univariatn Spline smoothing approximation 1 with degree  3 ,46099.30388995879,214.7074844758766
3,bacteria58g_24nodes,213,Univariatn Spline smoothing approximation 2 with degree  1 ,0.7417910256522542,0.8612729100884656
4,bacteria58g_24nodes,213,Univariatn Spline smoothing approximation 2 with degree  2 ,0.7417793572046993,0.8612661361070104
5,bacteria58g_24nodes,213,Univariatn Spline smoothing approximation 2 with degree  3 ,0.7418963432154323,0.861334048563873
0,bacteria58g_24nodes,213,Generell Spline approximation smoothing s1 with degree  1 ,0.7417910256522542,0.8612729100884656
1,bacteria58g_24nodes,213,Generell Spline approximation smoothing s1 with degree  2 ,0.7417793572046993,0.8612661361070104
2,bacteria58g_24nodes,213,Generell Spline approximation smoothing s1 with degree  3 ,0.7418963432154323,0.861334048563873
3,bacteria58g_24nodes,213,Generell Spline approximation smoothing s2 with degree  1 ,51211.8187310542,226.30028442548232
4,bacteria58g_24nodes,213,Generell Spline approximation smoothing s2 with degree  2 ,49514.04090499932,222.51750696293385
5,bacteria58g_24nodes,213,Generell Spline approximation smoothing s2 with degree  3 ,46099.30388995879,214.7074844758766
0,bacteria58g_24nodes,215,Polynominal  1,96628.13076616103,310.85065669250406
1,bacteria58g_24nodes,215,Polynominal  2,96543.90285834028,310.7151474555759
2,bacteria58g_24nodes,215,Polynominal  3,60204.61291138941,245.36628315925847
3,bacteria58g_24nodes,215,Polynominal_curve  1,96628.13076616103,310.85065669250406
4,bacteria58g_24nodes,215,Polynominal_curve  2,96543.90285834028,310.7151474555759
5,bacteria58g_24nodes,215,Polynominal_curve  3,60204.61291138941,245.36628315925847
0,bacteria58g_24nodes,215,Log_Polynominal  1,1.1487747576906977,1.4512409915686584
1,bacteria58g_24nodes,215,Log_Polynominal  2,1.0892397071352773,1.3395979349911624
2,bacteria58g_24nodes,215,Log_Polynominal  3,1.0361892220028441,1.20749320199562
3,bacteria58g_24nodes,215,Log_curve  1,inf,inf
4,bacteria58g_24nodes,215,Log_curve  2,inf,inf
5,bacteria58g_24nodes,215,Log_curve  3,inf,inf
0,bacteria58g_24nodes,215,Smoothing Spline,0.10359104188523668,0.321855622733605
0,bacteria58g_24nodes,215,Univariatn Spline smoothing approximation 1 with degree  1 ,96628.13076616102,310.85065669250406
1,bacteria58g_24nodes,215,Univariatn Spline smoothing approximation 1 with degree  2 ,96543.90285834031,310.71514745557596
2,bacteria58g_24nodes,215,Univariatn Spline smoothing approximation 1 with degree  3 ,60204.61291138949,245.36628315925864
3,bacteria58g_24nodes,215,Univariatn Spline smoothing approximation 2 with degree  1 ,0.5280986958323173,0.7267039946445302
4,bacteria58g_24nodes,215,Univariatn Spline smoothing approximation 2 with degree  2 ,0.5285966974093554,0.727046557937905
5,bacteria58g_24nodes,215,Univariatn Spline smoothing approximation 2 with degree  3 ,0.5285988289862713,0.7270480238514312
0,bacteria58g_24nodes,215,Generell Spline approximation smoothing s1 with degree  1 ,0.5280986958323173,0.7267039946445302
1,bacteria58g_24nodes,215,Generell Spline approximation smoothing s1 with degree  2 ,0.5285966974093554,0.727046557937905
2,bacteria58g_24nodes,215,Generell Spline approximation smoothing s1 with degree  3 ,0.5285988289862713,0.7270480238514312
3,bacteria58g_24nodes,215,Generell Spline approximation smoothing s2 with degree  1 ,96628.13076616102,310.85065669250406
4,bacteria58g_24nodes,215,Generell Spline approximation smoothing s2 with degree  2 ,96543.90285834031,310.71514745557596
5,bacteria58g_24nodes,215,Generell Spline approximation smoothing s2 with degree  3 ,60204.61291138949,245.36628315925864
0,bacteria58g_24nodes,216,Polynominal  1,126367.66270416716,355.48229590820296
1,bacteria58g_24nodes,216,Polynominal  2,114138.41401326876,337.84377160644647
2,bacteria58g_24nodes,216,Polynominal  3,111271.60910536243,333.57399344877354
3,bacteria58g_24nodes,216,Polynominal_curve  1,126367.66270416716,355.48229590820296
4,bacteria58g_24nodes,216,Polynominal_curve  2,114138.41401326876,337.84377160644647
5,bacteria58g_24nodes,216,Polynominal_curve  3,111271.60910536243,333.57399344877354
0,bacteria58g_24nodes,216,Log_Polynominal  1,1.1856870063852885,1.5108936468984655
1,bacteria58g_24nodes,216,Log_Polynominal  2,1.1650159380445848,1.4781820045061795
2,bacteria58g_24nodes,216,Log_Polynominal  3,1.1649309075800336,1.478043960005521
3,bacteria58g_24nodes,216,Log_curve  1,inf,inf
4,bacteria58g_24nodes,216,Log_curve  2,inf,inf
5,bacteria58g_24nodes,216,Log_curve  3,inf,inf
0,bacteria58g_24nodes,216,Smoothing Spline,34437.26365218747,185.57279879386275
0,bacteria58g_24nodes,216,Univariatn Spline smoothing approximation 1 with degree  1 ,126367.66270416713,355.4822959082029
1,bacteria58g_24nodes,216,Univariatn Spline smoothing approximation 1 with degree  2 ,114138.41401326883,337.8437716064466
2,bacteria58g_24nodes,216,Univariatn Spline smoothing approximation 1 with degree  3 ,111271.60910536248,333.57399344877365
3,bacteria58g_24nodes,216,Univariatn Spline smoothing approximation 2 with degree  1 ,0.6077190889894153,0.7795633963889116
4,bacteria58g_24nodes,216,Univariatn Spline smoothing approximation 2 with degree  2 ,0.04422218256819629,0.2102907096573605
5,bacteria58g_24nodes,216,Univariatn Spline smoothing approximation 2 with degree  3 ,0.6077395065343937,0.7795764917789618
0,bacteria58g_24nodes,216,Generell Spline approximation smoothing s1 with degree  1 ,0.6077190889894153,0.7795633963889116
1,bacteria58g_24nodes,216,Generell Spline approximation smoothing s1 with degree  2 ,0.04422218256819629,0.2102907096573605
2,bacteria58g_24nodes,216,Generell Spline approximation smoothing s1 with degree  3 ,0.6077395065343937,0.7795764917789618
3,bacteria58g_24nodes,216,Generell Spline approximation smoothing s2 with degree  1 ,126367.66270416713,355.4822959082029
4,bacteria58g_24nodes,216,Generell Spline approximation smoothing s2 with degree  2 ,114138.41401326883,337.8437716064466
5,bacteria58g_24nodes,216,Generell Spline approximation smoothing s2 with degree  3 ,111271.60910536248,333.57399344877365
0,bacteria58g_24nodes,217,Polynominal  1,161818.02755574623,402.26611534622975
1,bacteria58g_24nodes,217,Polynominal  2,136433.00915768166,369.3683922017173
2,bacteria58g_24nodes,217,Polynominal  3,129318.34064111036,359.6085936697152
3,bacteria58g_24nodes,217,Polynominal_curve  1,161818.02755574623,402.26611534622975
4,bacteria58g_24nodes,217,Polynominal_curve  2,136433.00915768166,369.3683922017173
5,bacteria58g_24nodes,217,Polynominal_curve  3,129318.34064111036,359.6085936697152
0,bacteria58g_24nodes,217,Log_Polynominal  1,1.738598838248107,2.1036904612078997
1,bacteria58g_24nodes,217,Log_Polynominal  2,1.1966239053531165,1.5275716775474615
2,bacteria58g_24nodes,217,Log_Polynominal  3,1.1394533658049715,1.4352157099725977
3,bacteria58g_24nodes,217,Log_curve  1,inf,inf
4,bacteria58g_24nodes,217,Log_curve  2,inf,inf
5,bacteria58g_24nodes,217,Log_curve  3,inf,inf
0,bacteria58g_24nodes,217,Smoothing Spline,38911.2231320641,197.25927895048207
0,bacteria58g_24nodes,217,Univariatn Spline smoothing approximation 1 with degree  1 ,161818.02755574623,402.26611534622975
1,bacteria58g_24nodes,217,Univariatn Spline smoothing approximation 1 with degree  2 ,136433.00915768166,369.3683922017173
2,bacteria58g_24nodes,217,Univariatn Spline smoothing approximation 1 with degree  3 ,129318.3406411104,359.6085936697153
3,bacteria58g_24nodes,217,Univariatn Spline smoothing approximation 2 with degree  1 ,0.6837714550708052,0.8269047436499595
4,bacteria58g_24nodes,217,Univariatn Spline smoothing approximation 2 with degree  2 ,0.683691642789334,0.8268564825828809
5,bacteria58g_24nodes,217,Univariatn Spline smoothing approximation 2 with degree  3 ,0.6831804288997777,0.826547293807062
0,bacteria58g_24nodes,217,Generell Spline approximation smoothing s1 with degree  1 ,0.6837714550708052,0.8269047436499595
