0 , 3,8M , GCF_010061665.1_ASM1006166v1_genomic.fna
1 , 2,0M , GCF_010092385.1_ASM1009238v1_genomic.fna
2 , 5,0M , GCF_010092405.1_ASM1009240v1_genomic.fna
3 , 3,1M , GCF_010092425.1_ASM1009242v1_genomic.fna
4 , 4,8M , GCF_010092445.1_ASM1009244v1_genomic.fna
5 , 3,3M , GCF_010092485.1_ASM1009248v1_genomic.fna
6 , 3,3M , GCF_010092505.1_ASM1009250v1_genomic.fna
7 , 6,7M , GCF_010092525.1_ASM1009252v1_genomic.fna
8 , 3,4M , GCF_010092545.1_ASM1009254v1_genomic.fna
9 , 3,6M , GCF_010092565.1_ASM1009256v1_genomic.fna
10 , 3,5M , GCF_010092585.1_ASM1009258v1_genomic.fna
11 , 4,4M , GCF_010092625.1_ASM1009262v1_genomic.fna
12 , 2,0M , GCF_010092945.1_ASM1009294v1_genomic.fna
13 , 5,1M , GCF_010092965.1_ASM1009296v1_genomic.fna
14 , 4,2M , GCF_010092985.1_ASM1009298v1_genomic.fna
15 , 6,6M , GCF_010093005.1_ASM1009300v1_genomic.fna
16 , 4,4M , GCF_010093025.1_ASM1009302v1_genomic.fna
17 , 4,4M , GCF_010093045.1_ASM1009304v1_genomic.fna
18 , 7,7M , GCF_010093065.1_ASM1009306v1_genomic.fna
19 , 2,9M , GCF_010103655.1_ASM1010365v1_genomic.fna
20 , 4,7M , GCF_010104355.1_ASM1010435v1_genomic.fna
21 , 5,4M , GCF_010119335.3_ASM1011933v3_genomic.fna
22 , 4,4M , GCF_010119915.1_ASM1011991v1_genomic.fna
23 , 6,6M , GCF_010119935.1_ASM1011993v1_genomic.fna
24 , 8,7M , GCF_010119975.1_ASM1011997v1_genomic.fna
25 , 2,1M , GCF_010120595.1_ASM1012059v1_genomic.fna
26 , 3,4M , GCF_010120715.1_ASM1012071v1_genomic.fna
27 , 2,8M , GCF_010120755.1_ASM1012075v1_genomic.fna
28 , 5,8M , GCF_010183645.1_ASM1018364v1_genomic.fna
29 , 5,7M , GCF_010183685.1_ASM1018368v1_genomic.fna
30 , 4,9M , GCF_010196425.1_ASM1019642v1_genomic.fna
31 , 2,7M , GCF_010223015.1_ASM1022301v1_genomic.fna
32 , 2,7M , GCF_010223075.1_ASM1022307v1_genomic.fna
33 , 2,8M , GCF_010223095.1_ASM1022309v1_genomic.fna
34 , 2,8M , GCF_010223115.1_ASM1022311v1_genomic.fna
35 , 2,8M , GCF_010223135.1_ASM1022313v1_genomic.fna
36 , 2,7M , GCF_010223155.1_ASM1022315v1_genomic.fna
37 , 2,7M , GCF_010223175.1_ASM1022317v1_genomic.fna
38 , 2,7M , GCF_010223195.1_ASM1022319v1_genomic.fna
39 , 2,7M , GCF_010223255.1_ASM1022325v1_genomic.fna
40 , 2,8M , GCF_010223405.1_ASM1022340v1_genomic.fna
41 , 2,8M , GCF_010223575.1_ASM1022357v1_genomic.fna
42 , 2,7M , GCF_010229055.1_ASM1022905v1_genomic.fna
43 , 2,8M , GCF_010229315.1_ASM1022931v1_genomic.fna
44 , 2,7M , GCF_010229495.1_ASM1022949v1_genomic.fna
45 , 2,7M , GCF_010229695.1_ASM1022969v1_genomic.fna
46 , 2,7M , GCF_010229955.1_ASM1022995v1_genomic.fna
47 , 2,8M , GCF_010230155.1_ASM1023015v1_genomic.fna
48 , 3,1M , GCF_010230375.1_ASM1023037v1_genomic.fna
49 , 2,8M , GCF_010230515.1_ASM1023051v1_genomic.fna
50 , 2,8M , GCF_010230725.1_ASM1023072v1_genomic.fna
51 , 2,8M , GCF_010230935.1_ASM1023093v1_genomic.fna
52 , 2,8M , GCF_010231195.1_ASM1023119v1_genomic.fna
53 , 3,1M , GCF_010231335.1_ASM1023133v1_genomic.fna
54 , 4,8M , GCF_010231485.1_ASM1023148v1_genomic.fna
55 , 1,7M , GCF_010232325.1_ASM1023232v1_genomic.fna
56 , 1,9M , GCF_010232785.1_ASM1023278v1_genomic.fna
57 , 1,9M , GCF_010232985.1_ASM1023298v1_genomic.fna
58 , 1,9M , GCF_010233165.1_ASM1023316v1_genomic.fna
59 , 1,9M , GCF_010233385.1_ASM1023338v1_genomic.fna
60 , 4,7M , GCF_010287845.2_ASM1028784v2_genomic.fna
61 , 4,5M , GCF_010318885.1_ASM1031888v1_genomic.fna
62 , 4,2M , GCF_010319105.1_ASM1031910v1_genomic.fna
63 , 4,3M , GCF_010319405.1_ASM1031940v1_genomic.fna
64 , 4,9M , GCF_010319625.1_ASM1031962v1_genomic.fna
65 , 5,0M , GCF_010319905.2_ASM1031990v2_genomic.fna
66 , 4,7M , GCF_010320145.1_ASM1032014v1_genomic.fna
67 , 4,5M , GCF_010320365.1_ASM1032036v1_genomic.fna
68 , 3,9M , GCF_010365245.1_ASM1036524v1_genomic.fna
69 , 7,0M , GCF_010365265.1_ASM1036526v1_genomic.fna
70 , 7,3M , GCF_010365285.1_ASM1036528v1_genomic.fna
71 , 2,8M , GCF_010365305.1_ASM1036530v1_genomic.fna
72 , 5,2M , GCF_010365325.1_ASM1036532v1_genomic.fna
73 , 5,0M , GCF_010365345.1_ASM1036534v1_genomic.fna
74 , 4,7M , GCF_010365365.1_ASM1036536v1_genomic.fna
75 , 5,2M , GCF_010365385.1_ASM1036538v1_genomic.fna
76 , 4,7M , GCF_010365405.1_ASM1036540v1_genomic.fna
77 , 5,0M , GCF_010365425.1_ASM1036542v1_genomic.fna
78 , 4,8M , GCF_010365465.1_ASM1036546v1_genomic.fna
79 , 5,1M , GCF_010365485.1_ASM1036548v1_genomic.fna
80 , 4,9M , GCF_010365505.1_ASM1036550v1_genomic.fna
81 , 4,9M , GCF_010365525.1_ASM1036552v1_genomic.fna
82 , 4,7M , GCF_010365545.1_ASM1036554v1_genomic.fna
83 , 5,1M , GCF_010365585.1_ASM1036558v1_genomic.fna
84 , 803K , GCF_010365785.1_ASM1036578v1_genomic.fna
85 , 906K , GCF_010365805.1_ASM1036580v1_genomic.fna
86 , 2,9M , GCF_010365865.1_ASM1036586v1_genomic.fna
87 , 5,5M , GCF_010367305.1_ASM1036730v1_genomic.fna
88 , 7,7M , GCF_010384365.1_ASM1038436v1_genomic.fna
89 , 3,7M , GCF_010442675.1_ASM1044267v1_genomic.fna
90 , 2,9M , GCF_010442835.1_ASM1044283v1_genomic.fna
91 , 2,9M , GCF_010443035.1_ASM1044303v1_genomic.fna
92 , 2,2M , GCF_010443215.1_ASM1044321v1_genomic.fna
93 , 6,2M , GCF_010448615.1_ASM1044861v1_genomic.fna
94 , 4,8M , GCF_010448835.1_ASM1044883v1_genomic.fna
95 , 5,4M , GCF_010450855.1_ASM1045085v1_genomic.fna
96 , 3,7M , GCF_010450875.1_ASM1045087v1_genomic.fna
97 , 5,0M , GCF_010450895.1_ASM1045089v1_genomic.fna
98 , 6,9M , GCF_010450915.1_ASM1045091v1_genomic.fna
99 , 1,5M , GCF_010469945.1_ASM1046994v1_genomic.fna
100 , 3,9M , GCF_010508875.1_ASM1050887v1_genomic.fna
101 , 2,4M , GCF_010509075.1_ASM1050907v1_genomic.fna
102 , 2,8M , GCF_010509235.1_ASM1050923v1_genomic.fna
103 , 4,6M , GCF_010509415.1_ASM1050941v1_genomic.fna
104 , 3,0M , GCF_010509575.1_ASM1050957v1_genomic.fna
105 , 4,9M , GCF_010509815.1_ASM1050981v1_genomic.fna
106 , 6,9M , GCF_010523235.1_ASM1052323v1_genomic.fna
107 , 2,9M , GCF_010537155.1_ASM1053715v1_genomic.fna
108 , 2,5M , GCF_010537335.1_ASM1053733v1_genomic.fna
109 , 2,7M , GCF_010586905.1_ASM1058690v1_genomic.fna
110 , 2,2M , GCF_010586925.1_ASM1058692v1_genomic.fna
111 , 3,3M , GCF_010586945.1_ASM1058694v1_genomic.fna
112 , 5,6M , GCF_010586985.1_ASM1058698v1_genomic.fna
113 , 2,6M , GCF_010587025.1_ASM1058702v1_genomic.fna
114 , 1,8M , GCF_010587055.1_ASM1058705v1_genomic.fna
115 , 1,8M , GCF_010587105.1_ASM1058710v1_genomic.fna
116 , 1,6M , GCF_010587175.1_ASM1058717v1_genomic.fna
117 , 2,0M , GCF_010587255.1_ASM1058725v1_genomic.fna
118 , 2,1M , GCF_010587305.1_ASM1058730v1_genomic.fna
119 , 4,7M , GCF_010587385.1_ASM1058738v1_genomic.fna
120 , 6,7M , GCF_010668965.1_ASM1066896v1_genomic.fna
121 , 4,7M , GCF_010668985.1_ASM1066898v1_genomic.fna
122 , 4,6M , GCF_010669005.1_ASM1066900v1_genomic.fna
123 , 4,8M , GCF_010669025.1_ASM1066902v1_genomic.fna
124 , 5,5M , GCF_010669045.1_ASM1066904v1_genomic.fna
125 , 3,4M , GCF_010669065.1_ASM1066906v1_genomic.fna
126 , 2,5M , GCF_010669085.1_ASM1066908v1_genomic.fna
127 , 4,4M , GCF_010669105.1_ASM1066910v1_genomic.fna
128 , 4,7M , GCF_010669125.1_ASM1066912v1_genomic.fna
129 , 5,7M , GCF_010669145.1_ASM1066914v1_genomic.fna
130 , 9,5M , GCF_010669165.1_ASM1066916v1_genomic.fna
131 , 4,1M , GCF_010669185.1_ASM1066918v1_genomic.fna
132 , 6,0M , GCF_010669205.1_ASM1066920v1_genomic.fna
133 , 2,5M , GCF_010669225.1_ASM1066922v1_genomic.fna
134 , 2,3M , GCF_010669245.1_ASM1066924v1_genomic.fna
135 , 2,9M , GCF_010669265.1_ASM1066926v1_genomic.fna
136 , 4,5M , GCF_010669285.1_ASM1066928v1_genomic.fna
137 , 3,3M , GCF_010669305.1_ASM1066930v1_genomic.fna
138 , 3,4M , GCF_010681825.2_ASM1068182v2_genomic.fna
139 , 3,9M , GCF_010692865.1_ASM1069286v1_genomic.fna
140 , 5,0M , GCF_010706435.1_ASM1070643v1_genomic.fna
141 , 4,7M , GCF_010724935.1_ASM1072493v1_genomic.fna
142 , 5,1M , GCF_010725305.1_ASM1072530v1_genomic.fna
143 , 5,9M , GCF_010725485.1_ASM1072548v1_genomic.fna
144 , 5,3M , GCF_010725725.1_ASM1072572v1_genomic.fna
145 , 6,2M , GCF_010725885.1_ASM1072588v1_genomic.fna
146 , 6,1M , GCF_010726085.1_ASM1072608v1_genomic.fna
147 , 5,8M , GCF_010726245.1_ASM1072624v1_genomic.fna
148 , 4,4M , GCF_010726505.1_ASM1072650v1_genomic.fna
149 , 5,5M , GCF_010726645.1_ASM1072664v1_genomic.fna
150 , 4,1M , GCF_010726955.1_ASM1072695v1_genomic.fna
151 , 4,5M , GCF_010727125.1_ASM1072712v1_genomic.fna
152 , 5,9M , GCF_010727325.1_ASM1072732v1_genomic.fna
153 , 7,8M , GCF_010727475.1_ASM1072747v1_genomic.fna
154 , 5,6M , GCF_010727605.1_ASM1072760v1_genomic.fna
155 , 5,3M , GCF_010727725.1_ASM1072772v1_genomic.fna
156 , 5,2M , GCF_010727945.1_ASM1072794v1_genomic.fna
157 , 3,9M , GCF_010728155.1_ASM1072815v1_genomic.fna
158 , 5,8M , GCF_010728325.1_ASM1072832v1_genomic.fna
159 , 5,8M , GCF_010728525.1_ASM1072852v1_genomic.fna
160 , 5,8M , GCF_010728725.1_ASM1072872v1_genomic.fna
161 , 5,8M , GCF_010728925.1_ASM1072892v1_genomic.fna
162 , 5,9M , GCF_010729105.1_ASM1072910v1_genomic.fna
163 , 5,6M , GCF_010729305.1_ASM1072930v1_genomic.fna
164 , 4,3M , GCF_010729485.1_ASM1072948v1_genomic.fna
165 , 5,8M , GCF_010729665.1_ASM1072966v1_genomic.fna
166 , 5,7M , GCF_010729895.1_ASM1072989v1_genomic.fna
167 , 4,4M , GCF_010730055.1_ASM1073005v1_genomic.fna
168 , 6,1M , GCF_010730195.1_ASM1073019v1_genomic.fna
169 , 6,1M , GCF_010730355.1_ASM1073035v1_genomic.fna
170 , 5,8M , GCF_010730575.1_ASM1073057v1_genomic.fna
171 , 4,9M , GCF_010730745.1_ASM1073074v1_genomic.fna
172 , 5,7M , GCF_010731115.1_ASM1073111v1_genomic.fna
173 , 6,4M , GCF_010731295.1_ASM1073129v1_genomic.fna
174 , 5,0M , GCF_010731535.1_ASM1073153v1_genomic.fna
175 , 5,9M , GCF_010731575.1_ASM1073157v1_genomic.fna
176 , 5,4M , GCF_010731595.1_ASM1073159v1_genomic.fna
177 , 4,5M , GCF_010731615.1_ASM1073161v1_genomic.fna
178 , 4,7M , GCF_010731635.1_ASM1073163v1_genomic.fna
179 , 5,9M , GCF_010731655.1_ASM1073165v1_genomic.fna
180 , 5,4M , GCF_010731675.1_ASM1073167v1_genomic.fna
181 , 5,4M , GCF_010731695.1_ASM1073169v1_genomic.fna
182 , 6,0M , GCF_010731715.1_ASM1073171v1_genomic.fna
183 , 6,1M , GCF_010731735.1_ASM1073173v1_genomic.fna
184 , 4,1M , GCF_010731755.1_ASM1073175v1_genomic.fna
185 , 6,0M , GCF_010731775.1_ASM1073177v1_genomic.fna
186 , 4,9M , GCF_010731795.1_ASM1073179v1_genomic.fna
187 , 6,3M , GCF_010731815.2_ASM1073181v2_genomic.fna
188 , 4,1M , GCF_010731835.1_ASM1073183v1_genomic.fna
189 , 5,6M , GCF_010731855.1_ASM1073185v1_genomic.fna
190 , 4,7M , GCF_010731875.1_ASM1073187v1_genomic.fna
191 , 6,2M , GCF_010731895.1_ASM1073189v1_genomic.fna
192 , 5,1M , GCF_010731915.1_ASM1073191v1_genomic.fna
193 , 5,4M , GCF_010731935.1_ASM1073193v1_genomic.fna
194 , 5,2M , GCF_010748895.1_ASM1074889v1_genomic.fna
195 , 3,9M , GCF_010748915.1_ASM1074891v1_genomic.fna
196 , 4,3M , GCF_010748935.1_ASM1074893v1_genomic.fna
197 , 1,6M , GCF_010917155.1_ASM1091715v1_genomic.fna
198 , 1,6M , GCF_010917555.1_ASM1091755v1_genomic.fna
199 , 1,6M , GCF_010917675.1_ASM1091767v1_genomic.fna
200 , 3,3M , GCF_010917815.1_ASM1091781v1_genomic.fna
201 , 3,1M , GCF_010918195.1_ASM1091819v1_genomic.fna
202 , 3,6M , GCF_010918375.1_ASM1091837v1_genomic.fna
203 , 3,3M , GCF_010918635.1_ASM1091863v1_genomic.fna
204 , 3,3M , GCF_010918895.1_ASM1091889v1_genomic.fna
205 , 3,3M , GCF_010919095.1_ASM1091909v1_genomic.fna
206 , 4,9M , GCF_010919335.1_ASM1091933v1_genomic.fna
207 , 5,8M , GCF_010977555.1_ASM1097755v1_genomic.fna
208 , 4,6M , GCF_010977575.1_ASM1097757v1_genomic.fna
209 , 4,5M , GCF_010978155.1_ASM1097815v1_genomic.fna
210 , 4,1M , GCF_010983895.1_ASM1098389v1_genomic.fna
211 , 2,1M , GCF_010993845.2_ASM1099384v2_genomic.fna
212 , 2,2M , GCF_010993865.2_ASM1099386v2_genomic.fna
213 , 2,2M , GCF_010993915.2_ASM1099391v2_genomic.fna
214 , 7,8M , GCF_011006355.1_ASM1100635v1_genomic.fna
215 , 5,7M , GCF_011006575.1_ASM1100657v1_genomic.fna
216 , 3,9M , GCF_011008975.1_ASM1100897v1_genomic.fna
217 , 6,5M , GCF_011009015.1_ASM1100901v1_genomic.fna
218 , 5,4M , GCF_011022255.1_ASM1102225v1_genomic.fna
219 , 5,0M , GCF_011022275.1_ASM1102227v1_genomic.fna
220 , 3,2M , GCF_011022295.1_ASM1102229v1_genomic.fna
221 , 3,8M , GCF_011032725.1_ASM1103272v1_genomic.fna
222 , 1,9M , GCF_011032745.1_ASM1103274v1_genomic.fna
223 , 2,2M , GCF_011032765.1_ASM1103276v1_genomic.fna
224 , 2,7M , GCF_011032785.1_ASM1103278v1_genomic.fna
225 , 2,8M , GCF_011035105.1_ASM1103510v1_genomic.fna
226 , 608K , GCF_011035165.1_ASM1103516v1_genomic.fna
227 , 2,4M , GCF_011038575.1_ASM1103857v1_genomic.fna
228 , 2,2M , GCF_011038645.2_ASM1103864v2_genomic.fna
229 , 2,6M , GCF_011038655.2_ASM1103865v2_genomic.fna
230 , 4,8M , GCF_011038705.2_ASM1103870v2_genomic.fna
231 , 2,3M , GCF_011038885.2_ASM1103888v2_genomic.fna
232 , 9,1M , GCF_011039955.1_ASM1103995v1_genomic.fna
233 , 5,2M , GCF_011040435.1_ASM1104043v1_genomic.fna
