0 , 6,1K , GCF_000820355.1_ViralMultiSegProj14361_genomic.fna
1 , 15K , GCF_000820495.2_ViralMultiSegProj14656_genomic.fna
2 , 4,6K , GCF_000836805.1_ViralProj14012_genomic.fna
3 , 4,7K , GCF_000836825.1_ViralProj14017_genomic.fna
4 , 374 , GCF_000836845.1_ViralProj14021_genomic.fna
5 , 8,0K , GCF_000836865.1_ViralProj14025_genomic.fna
6 , 4,8K , GCF_000836885.1_ViralProj14030_genomic.fna
7 , 34K , GCF_000836905.1_ViralProj14035_genomic.fna
8 , 8,5K , GCF_000836925.1_ViralProj14039_genomic.fna
9 , 168K , GCF_000836945.1_ViralProj14044_genomic.fna
10 , 41K , GCF_000836965.1_ViralProj14048_genomic.fna
11 , 40K , GCF_000836985.1_ViralProj14054_genomic.fna
12 , 3,0K , GCF_000837005.1_ViralProj14058_genomic.fna
13 , 15K , GCF_000837025.1_ViralProj14062_genomic.fna
14 , 1,4K , GCF_000837045.1_ViralProj14067_genomic.fna
15 , 4,8K , GCF_000837065.1_ViralProj14071_genomic.fna
16 , 7,9K , GCF_000837085.1_ViralProj14075_genomic.fna
17 , 5,3K , GCF_000837105.1_ViralMultiSegProj14079_genomic.fna
18 , 131K , GCF_000837125.1_ViralProj14084_genomic.fna
19 , 128K , GCF_000837145.1_ViralProj14089_genomic.fna
20 , 8,8K , GCF_000837165.1_ViralProj14093_genomic.fna
21 , 230K , GCF_000837185.1_ViralProj14097_genomic.fna
22 , 5,3K , GCF_000837205.1_ViralMultiSegProj14101_genomic.fna
23 , 37K , GCF_000837225.1_ViralProj14105_genomic.fna
24 , 51K , GCF_000837245.1_ViralProj14109_genomic.fna
25 , 3,5K , GCF_000837285.6_ASM83728v6_genomic.fna
26 , 5,4K , GCF_000837305.1_ViralMultiSegProj14121_genomic.fna
27 , 1,9K , GCF_000837325.1_ViralProj14125_genomic.fna
28 , 8,3K , GCF_000837345.1_ViralProj14129_genomic.fna
29 , 41K , GCF_000837365.1_ViralProj14133_genomic.fna
30 , 43K , GCF_000837385.1_ViralProj14137_genomic.fna
31 , 43K , GCF_000837405.1_ViralProj14141_genomic.fna
32 , 57K , GCF_000837425.1_ViralProj14146_genomic.fna
33 , 7,8K , GCF_000837445.1_ViralProj14150_genomic.fna
34 , 53K , GCF_000837465.1_ViralProj14154_genomic.fna
35 , 26K , GCF_000837485.1_ViralProj14160_genomic.fna
36 , 4,5K , GCF_000837505.5_ASM83750v5_genomic.fna
37 , 154K , GCF_000837525.1_ViralProj14168_genomic.fna
38 , 2,8K , GCF_000837545.1_ViralProj14172_genomic.fna
39 , 5,6K , GCF_000837565.1_ViralMultiSegProj14176_genomic.fna
40 , 458 , GCF_000837585.1_ViralProj14184_genomic.fna
41 , 5,3K , GCF_000837605.1_ViralMultiSegProj14188_genomic.fna
42 , 5,6K , GCF_000837625.1_ViralProj14020_genomic.fna
43 , 5,3K , GCF_000837645.1_ViralProj14024_genomic.fna
44 , 22K , GCF_000837665.1_ViralProj14029_genomic.fna
45 , 133K , GCF_000837685.1_ViralProj14034_genomic.fna
46 , 5,4K , GCF_000837705.1_ViralMultiSegProj14038_genomic.fna
47 , 62K , GCF_000837725.1_ViralProj14043_genomic.fna
48 , 37K , GCF_000837745.1_ViralProj14047_genomic.fna
49 , 1,8K , GCF_000837765.1_ViralProj14053_genomic.fna
50 , 7,6K , GCF_000837785.1_ViralProj14057_genomic.fna
51 , 5,9K , GCF_000837805.1_ViralProj14061_genomic.fna
52 , 12K , GCF_000837825.1_ViralProj14066_genomic.fna
53 , 3,4K , GCF_000837845.1_ViralProj14070_genomic.fna
54 , 5,2K , GCF_000837865.1_ViralProj14074_genomic.fna
55 , 33K , GCF_000837885.1_ViralProj14078_genomic.fna
56 , 5,5K , GCF_000837905.1_ViralMultiSegProj14083_genomic.fna
57 , 8,7K , GCF_000837925.1_ViralProj14088_genomic.fna
58 , 177K , GCF_000837945.1_ViralProj14092_genomic.fna
59 , 29K , GCF_000837965.1_ViralProj14096_genomic.fna
60 , 3,2K , GCF_000837985.1_ViralProj14100_genomic.fna
61 , 100K , GCF_000838005.1_ViralProj14104_genomic.fna
62 , 131K , GCF_000838025.1_ViralProj14108_genomic.fna
63 , 38K , GCF_000838065.1_ViralProj14116_genomic.fna
64 , 2,8K , GCF_000838085.1_ViralProj14120_genomic.fna
65 , 211K , GCF_000838105.1_ViralProj14124_genomic.fna
66 , 108K , GCF_000838125.1_ViralProj14128_genomic.fna
67 , 41K , GCF_000838145.1_ViralProj14132_genomic.fna
68 , 12K , GCF_000838165.1_ViralProj14136_genomic.fna
69 , 7,8K , GCF_000838185.1_ViralMultiSegProj14140_genomic.fna
70 , 43K , GCF_000838205.2_ViralProj14145_genomic.fna
71 , 2,8K , GCF_000838225.1_ViralProj14149_genomic.fna
72 , 7,6K , GCF_000838245.1_ViralProj14153_genomic.fna
73 , 137K , GCF_000838265.1_ViralProj14158_genomic.fna
74 , 5,8K , GCF_000838285.1_ViralProj14163_genomic.fna
75 , 2,8K , GCF_000838325.1_ViralProj14171_genomic.fna
76 , 5,3K , GCF_000838345.1_ViralMultiSegProj14175_genomic.fna
77 , 5,7K , GCF_000838365.1_ViralMultiSegProj14179_genomic.fna
78 , 5,3K , GCF_000838385.1_ViralMultiSegProj14183_genomic.fna
79 , 5,4K , GCF_000838405.1_ViralMultiSegProj14187_genomic.fna
80 , 2,8K , GCF_000838425.1_ViralProj14191_genomic.fna
81 , 16K , GCF_000838445.1_ViralProj14014_genomic.fna
82 , 5,2K , GCF_000838465.1_ViralProj14019_genomic.fna
83 , 133K , GCF_000838485.1_ViralProj14023_genomic.fna
84 , 7,3K , GCF_000838505.1_ViralProj14028_genomic.fna
85 , 6,9K , GCF_000838525.1_ViralProj14032_genomic.fna
86 , 5,3K , GCF_000838545.1_ViralMultiSegProj14037_genomic.fna
87 , 234K , GCF_000838565.1_ViralProj14042_genomic.fna
88 , 2,8K , GCF_000838585.1_ViralProj14046_genomic.fna
89 , 286K , GCF_000838605.1_ViralProj14052_genomic.fna
90 , 8,2K , GCF_000838625.1_ViralProj14056_genomic.fna
91 , 4,7K , GCF_000838645.1_ViralProj14060_genomic.fna
92 , 5,3K , GCF_000838665.1_ViralMultiSegProj14065_genomic.fna
93 , 2,8K , GCF_000838685.1_ViralProj14069_genomic.fna
94 , 8,4K , GCF_000838705.1_ViralProj14073_genomic.fna
95 , 4,9K , GCF_000838725.1_ViralProj14077_genomic.fna
96 , 5,3K , GCF_000838745.1_ViralMultiSegProj14082_genomic.fna
97 , 32K , GCF_000838765.1_ViralProj14087_genomic.fna
98 , 5,5K , GCF_000838785.1_ViralProj14091_genomic.fna
99 , 2,8K , GCF_000838805.1_ViralProj14095_genomic.fna
100 , 130K , GCF_000838825.1_ViralProj14099_genomic.fna
101 , 163K , GCF_000838845.1_ViralProj14103_genomic.fna
102 , 4,6K , GCF_000838865.1_ViralProj14107_genomic.fna
103 , 36K , GCF_000838885.1_ViralProj14111_genomic.fna
104 , 38K , GCF_000838905.1_ViralProj14115_genomic.fna
105 , 2,8K , GCF_000838925.1_ViralProj14119_genomic.fna
106 , 7,7K , GCF_000838945.1_ViralProj14123_genomic.fna
107 , 118K , GCF_000838965.1_ViralProj14127_genomic.fna
108 , 38K , GCF_000838985.1_ViralProj14131_genomic.fna
109 , 46K , GCF_000839005.1_ViralProj14135_genomic.fna
110 , 33K , GCF_000839045.1_ViralProj14144_genomic.fna
111 , 288 , GCF_000839085.1_ViralProj14152_genomic.fna
112 , 204K , GCF_000839105.1_ViralProj14156_genomic.fna
113 , 37K , GCF_000839125.1_ViralProj14162_genomic.fna
114 , 34K , GCF_000839145.1_ViralProj14166_genomic.fna
115 , 472 , GCF_000839165.1_ViralProj14170_genomic.fna
116 , 223K , GCF_000839185.1_ViralProj14174_genomic.fna
117 , 7,8K , GCF_000839205.1_ViralProj14178_genomic.fna
118 , 5,3K , GCF_000839225.1_ViralMultiSegProj14182_genomic.fna
119 , 5,5K , GCF_000839245.1_ViralMultiSegProj14186_genomic.fna
120 , 2,8K , GCF_000839265.1_ViralProj14190_genomic.fna
121 , 443 , GCF_000839285.1_ViralProj14194_genomic.fna
122 , 5,3K , GCF_000839305.1_ViralMultiSegProj14013_genomic.fna
123 , 133K , GCF_000839325.1_ViralProj14018_genomic.fna
124 , 7,7K , GCF_000839345.1_ViralProj14022_genomic.fna
125 , 7,1K , GCF_000839365.1_ViralProj14027_genomic.fna
126 , 7,2K , GCF_000839385.1_ViralProj14031_genomic.fna
