Node Name	Data Size	Total-time	CPU-time	max-rss	I/O In (read MB)	I/O out (write MB)	mem_mb	disk_mb
241	602.0	2299.6648	2239.74	21645.77	0.0	3826.75	1203.0	1203.0
239	583.0	231.5638	221.55	13845.5	0.0	1294.53	1165.0	1165.0
223	1843.2	1228.6297	0.0	42853.84	98.21	9812.08	3613.0	3613.0
246	1843.2	2266.3444	2060.62	42553.39	585.27	7529.15	3588.0	3588.0
247	1843.2	1712.9265	1679.88	43380.15	806.26	7675.55	3657.0	3657.0
217	1843.2	1881.6374	1855.99	43169.55	0.0	7638.12	3639.0	3639.0
239	1945.6	1634.6382	1609.38	50087.36	2.96	8863.03	3688.0	3688.0
228	1843.2	1327.9304	1312.6	43294.97	2.81	7660.52	3650.0	3650.0
222	1843.2	1763.3443	1728.99	51004.61	0.0	9025.77	3669.0	3669.0
217	1740.8	768.649	734.03	41224.77	0.01	7293.91	3475.0	3475.0
242	1945.6	1851.5616	1830.32	44294.41	335.75	10142.63	3734.0	3734.0
220	1945.6	2146.3948	2105.06	49659.47	1207.0	7492.73	3703.0	3703.0
226	1843.2	992.4664	956.98	43273.91	2.76	9789.54	3648.0	3648.0
247	1843.2	1124.3394	1087.47	42405.05	0.05	9709.2	3575.0	3575.0
216	1843.2	1780.7277	1720.42	43166.54	56.27	7946.3	3640.0	3640.0
225	1945.6	882.8768	809.59	44970.31	0.0	4212.58	3791.0	3791.0
248	1843.2	1281.5322	1224.2	42786.47	0.0	9796.94	3607.0	3607.0
239	1843.2	1623.5546	1605.36	43229.14	0.0	7648.63	3644.0	3644.0
248	1945.6	1951.3583	1907.49	43730.23	0.0	7127.52	3687.0	3687.0
217	1945.6	2278.9995	2258.26	43884.08	4.7	9551.56	3700.0	3700.0
224	1843.2	2125.0259	2049.62	43105.47	152.84	7626.96	3634.0	3634.0
219	573.0	477.6689	464.26	13614.64	0.12	1272.87	1146.0	1146.0
220	410.0	337.5176	312.85	8811.86	0.0	910.43	1000.0	1000.0
220	1536.0	1744.6663	1731.6	36075.7	0.0	8259.14	3041.0	3041.0
224	1536.0	3037.3939	2970.29	43664.26	0.0	7725.77	2987.0	2987.0
225	1536.0	1072.9491	1032.36	35659.63	3.63	6361.01	3006.0	3006.0
246	1536.0	1516.2652	1478.83	35268.69	0.0	6239.21	2973.0	2973.0
242	1536.0	1010.5444	974.85	35729.0	3316.25	8179.7	3012.0	3012.0
217	1536.0	2752.4348	2664.68	42652.84	0.0	7546.49	2965.0	2965.0
224	1536.0	1331.3034	1256.85	36335.16	2.63	7091.76	3063.0	3063.0
225	1536.0	1326.0676	0.0	35027.95	0.18	8018.62	2952.0	2952.0
213	1536.0	3343.0368	3062.05	42448.01	0.0	9719.17	2990.0	2990.0
247	1536.0	1338.3635	1262.08	36137.61	450.48	6393.97	3047.0	3047.0
228	1536.0	1260.7748	1246.4	35477.43	0.12	8121.88	2990.0	2990.0
228	1536.0	858.2262	844.69	32775.24	0.0	6346.93	3024.0	3024.0
220	1536.0	658.6111	628.57	34558.12	0.0	6115.89	2914.0	2914.0
222	243.0	176.8448	163.04	5780.69	0.0	538.54	1000.0	1000.0
241	2764.8	3154.4254	3114.22	72666.1	408.89	12861.35	5452.0	5452.0
221	2764.8	2250.8634	2146.42	72223.16	1.69	14565.49	5466.0	5466.0
247	2764.8	2290.476	2206.62	72081.66	1.84	16511.23	5378.0	5378.0
239	2764.8	3050.4873	3010.93	71462.64	3.84	14488.99	5328.0	5328.0
224	2150.4	1941.176	1898.47	50161.05	4.41	8876.27	4229.0	4229.0
220	2150.4	2752.5462	2707.01	57074.68	7.48	9139.71	4217.0	4217.0
225	2150.4	2172.7696	2152.78	50880.11	0.0	11651.36	4290.0	4290.0
220	2150.4	2384.9166	2342.39	56163.52	0.05	9939.33	4134.0	4134.0
247	2150.4	1866.6784	1845.85	50793.37	0.12	11631.68	4283.0	4283.0
217	2048.0	1524.827	1493.29	48441.69	3.93	11092.65	4084.0	4084.0
213	2150.4	2526.4528	2482.72	57307.25	3.66	13124.52	4214.0	4214.0
219	2150.4	2397.0905	2358.06	59009.09	245.11	9966.91	4224.0	4224.0
223	2150.4	2198.7433	2160.66	56354.97	486.36	9973.25	4232.0	4232.0
247	2252.8	946.0823	901.73	52082.28	0.0	4879.31	4391.0	4391.0
224	2150.4	1970.4944	1943.56	50327.49	11.49	8905.75	4243.0	4243.0
224	2150.4	1916.9761	1889.18	50617.52	4.34	8957.16	4268.0	4268.0
223	2150.4	2187.5602	2153.58	50198.85	3.74	8883.09	4233.0	4233.0
241	573.0	589.6573	548.71	13614.07	0.17	1272.88	1146.0	1146.0
239	1228.8	793.4032	762.11	28611.5	0.0	2678.84	2411.0	2411.0
247	287.0	112.1243	102.75	6203.3	0.0	636.07	1000.0	1000.0
213	2457.6	2406.5875	2363.67	57508.02	0.15	10177.1	4849.0	4849.0
239	2457.6	2163.8594	2044.86	57842.34	0.62	12458.72	4878.0	4878.0
222	2355.2	1947.1441	1919.89	55694.63	3.91	11964.43	4696.0	4696.0
216	2457.6	2033.5788	1999.81	56790.09	0.62	10050.09	4789.0	4789.0
