Node Name	Data Size	Total-time	CPU-time	max-rss	I/O In (read MB)	I/O out (write MB)	mem_mb	disk_mb
248	838.0	853.5217	821.01	18214.76	648.04	3514.98	1726.0	1726.0
247	818.0	1073.3589	1063.39	19411.81	0.0	4332.03	1635.0	1635.0
217	830.0	581.7994	554.58	17800.48	298.74	1843.18	1659.0	1659.0
228	832.0	641.5396	613.62	19742.15	4.02	1847.94	1663.0	1663.0
228	832.0	320.1489	297.09	19751.45	0.0	4518.05	1664.0	1664.0
242	832.0	335.4695	311.27	17906.96	0.0	3489.97	1663.0	1663.0
242	819.0	327.7314	302.83	19428.62	0.0	1817.97	1636.0	1636.0
224	839.0	1297.5055	1274.44	19901.52	0.0	4552.48	1676.0	1676.0
244	848.0	973.4687	860.77	20133.18	175.75	1884.23	1696.0	1696.0
240	880.0	819.4359	794.53	20885.77	0.0	1954.7	1759.0	1759.0
221	842.0	811.851	790.82	19982.15	0.0	1869.86	1683.0	1683.0
219	860.0	991.1978	978.1	20386.05	160.58	3609.37	1720.0	1720.0
228	865.0	980.3331	937.56	20522.6	5.43	1920.87	1729.0	1729.0
226	835.0	609.3069	583.43	18100.45	0.0	1853.69	1668.0	1668.0
220	887.0	729.0232	684.21	19266.43	0.0	1969.14	1772.0	1772.0
219	847.0	769.2484	733.74	18441.71	2.89	3552.82	1693.0	1693.0
226	833.0	294.5571	280.24	19760.17	0.0	1849.05	1664.0	1664.0
228	817.0	288.7793	279.74	19388.63	0.0	2098.39	1633.0	1633.0
248	821.0	594.0294	577.11	19495.8	42.56	1824.39	1642.0	1642.0
221	863.0	1380.3334	1327.64	20488.55	0.0	1917.47	1726.0	1726.0
247	842.0	854.7938	819.62	19972.73	2.8	1869.02	1682.0	1682.0
220	869.0	923.5653	913.78	20623.65	0.0	3645.78	1737.0	1737.0
244	817.0	565.5828	549.84	19394.14	937.59	3427.91	1633.0	1633.0
242	855.0	921.1428	883.82	20284.9	11.04	3271.01	1709.0	1709.0
216	829.0	853.7623	824.85	19663.36	0.0	1840.13	1656.0	1656.0
240	865.0	687.1916	626.94	20512.93	2.65	3626.98	1728.0	1728.0
222	856.0	568.4075	551.89	20318.04	0.0	1901.47	1711.0	1711.0
216	890.0	946.027	912.57	19340.99	0.0	1976.51	1779.0	1779.0
220	856.0	572.9287	538.07	20319.26	38.52	1901.46	1711.0	1711.0
223	702.0	737.202	691.98	16674.22	4.05	1559.68	1404.0	1404.0
244	702.0	283.6157	242.08	14912.92	485.25	1559.68	1404.0	1404.0
